date,country,state,county,fips,lat,long,locationId,actuals.cases,actuals.deaths,actuals.positiveTests,actuals.negativeTests,actuals.contactTracers,actuals.hospitalBeds.capacity,actuals.hospitalBeds.currentUsageTotal,actuals.hospitalBeds.currentUsageCovid,unused1,actuals.icuBeds.capacity,actuals.icuBeds.currentUsageTotal,actuals.icuBeds.currentUsageCovid,unused2,actuals.newCases,actuals.vaccinesDistributed,actuals.vaccinationsInitiated,actuals.vaccinationsCompleted,metrics.testPositivityRatio,metrics.testPositivityRatioDetails,metrics.caseDensity,metrics.contactTracerCapacityRatio,metrics.infectionRate,metrics.infectionRateCI90,unused3,unused4,metrics.icuCapacityRatio,riskLevels.overall,metrics.vaccinationsInitiatedRatio,metrics.vaccinationsCompletedRatio,actuals.newDeaths,actuals.vaccinesAdministered,riskLevels.caseDensity,cdcTransmissionLevel,actuals.vaccinationsAdditionalDose,metrics.vaccinationsAdditionalDoseRatio,metrics.weeklyNewCasesPer100k,hsa,hsaPopulation,actuals.hsaHospitalBeds.capacity,actuals.hsaHospitalBeds.currentUsageTotal,actuals.hsaHospitalBeds.currentUsageCovid,actuals.hsaIcuBeds.capacity,actuals.hsaIcuBeds.currentUsageTotal,actuals.hsaIcuBeds.currentUsageCovid,metrics.bedsWithCovidPatientsRatio,hsaName,actuals.hospitalBeds.weeklyCovidAdmissions,actuals.hsaHospitalBeds.weeklyCovidAdmissions,metrics.weeklyCovidAdmissionsPer100k,communityLevels.cdcCommunityLevel,communityLevels.canCommunityLevel
2020-11-30,US,,,0,,,iso1:us,13552034,267895,16303480,186262862,62396,763527,529682,104414,,87803,64668,22498,,167624,,,,0.11,,48.4,0.08,1.06,0.1,,,0.74,3,,,1270,,3,3,,,338.5,,,,,,,,,0.137,,88259,,26.6,,2
2020-12-01,US,,,0,,,iso1:us,13736219,270503,16521623,187881895,62396,769210,558948,106895,,88281,67136,22867,,183002,,,,0.113,,48.6,0.08,1.06,0.1,,,0.76,3,,,2608,,3,3,,,340.1,,,,,,,,,0.139,,89208,,26.9,,2
2020-12-02,US,,,0,,,iso1:us,13937321,273389,16773185,189722990,62396,813146,601502,108555,,88448,67666,22961,,200880,,,,0.118,,49.5,0.08,1.06,0.1,,,0.77,3,,,2832,,3,3,,,346.2,,,,,,,,,0.134,,89905,,27.1,,2
2020-12-03,US,,,0,,,iso1:us,14155037,276245,17029794,191607279,62396,815769,604326,108100,,88615,68108,23042,,217716,,,,0.12,,54.4,0.07,1.06,0.1,,,0.77,3,,,2856,,3,3,,,380.9,,,,,,,,,0.133,,91089,,27.5,,2
2020-12-04,US,,,0,,,iso1:us,14386364,278881,17276458,193478631,67410,815774,601208,108025,,88857,68069,23122,,231327,,,,0.12,,55.5,0.07,1.06,0.1,,,0.77,3,,,2636,,3,3,,,388.6,,,,,,,,,0.132,,94020,,28.4,,2
2020-12-05,US,,,0,,,iso1:us,14592054,281071,17473916,194969393,67410,810705,583898,107252,,88468,67297,23171,,205690,,,,0.12,,57.8,0.07,1.06,0.1,,,0.76,3,,,2190,,3,3,,,404.9,,,,,,,,,0.132,,94856,,28.6,,2
2020-12-06,US,,,0,,,iso1:us,14763948,282182,17636829,196096290,67410,807101,569835,108637,,88231,66194,23434,,171894,,,,0.12,,59.4,0.07,1.06,0.1,,,0.75,3,,,1111,,3,3,,,415.7,,,,,,,,,0.135,,94879,,28.6,,2
2020-12-07,US,,,0,,,iso1:us,14968420,283716,17821792,197446645,67410,765411,544600,110148,,88190,66488,23892,,204472,,,,0.12,,61.0,0.07,1.05,0.1,,,0.75,3,,,1534,,3,3,,,426.9,,,,,,,,,0.144,,95430,,28.8,,2
2020-12-08,US,,,0,,,iso1:us,15188096,286537,18041503,199139938,67410,769428,565465,112385,,88826,68632,24196,,191615,,,,0.119,,61.4,0.07,1.05,0.1,,,0.77,3,,,2593,,3,3,,,429.5,,,,,,,,,0.146,,95764,,28.9,,2
2020-12-09,US,,,0,,,iso1:us,15407781,289693,18288018,201014182,67410,814598,607754,114836,,88636,69204,24611,,219685,,,,0.118,,62.2,0.07,1.04,0.1,,,0.78,3,,,3156,,3,3,,,435.1,,,,,,,,,0.141,,96918,,29.2,,2
2020-12-10,US,,,0,,,iso1:us,15633455,292632,18536877,202933146,67410,816421,608936,115711,,88821,69440,24635,,225674,,,,0.117,,62.5,0.07,1.04,0.1,,,0.78,3,,,3010,,3,3,,,437.5,,,,,,,,,0.142,,98268,,29.6,,2
2020-12-11,US,,,0,,,iso1:us,15913386,295587,18771607,204751052,67410,815691,604016,115853,,89074,69358,24745,,,,,,0.117,,,,1.03,0.1,,,0.78,3,,,2955,,3,3,,,,,,,,,,,,0.142,,99499,,30.0,,2
2020-12-12,US,,,0,,,iso1:us,16120907,297840,18978189,206259667,67410,812653,587260,115374,,88838,68502,24632,,207521,,,,0.118,,61.4,0.07,1.02,0.1,,,0.77,3,,,2307,,3,3,,,429.7,,,,,,,,,0.142,,100638,,30.4,,2
2020-12-13,US,,,0,,,iso1:us,16305110,299196,19143622,207342870,67410,808677,574505,117716,,88496,67122,25072,,184203,,,,0.118,,62.0,0.07,1.02,0.1,,,0.76,3,,,1356,,3,3,,,434.0,,,,,,,,,0.146,,101586,,30.6,,2
2020-12-14,US,,,0,,,iso1:us,16505948,300873,19334281,208651006,67410,766336,545439,118776,,88398,67463,25558,,200838,427050,0,0,0.119,,61.8,0.07,1.01,0.1,,,0.76,3,0.0,0.0,1677,475,3,3,,,432.7,,,,,,,,,0.155,,102439,,30.9,,2
